	Site	Site_Main geographic region	Site_Country	Site_Province / Region	Site_Locality	Site_Latitude	Site_Longitude	Site_Site type	Site_description	Site_Quantity	Site_note	Individual	Individual_Archaeologist group	Individual_Archaeologist ID	Individual_Date	Individual_Datation method	Individual_Age	Individual_Gender	Individual_Linked individuals	Individual_description	Individual_Quantity	Individual_note	Skeleton Element	Skeleton Element_Storage	Skeleton Element_Exportation Permit Number	Skeleton Element_Bone type	Skeleton Element_Skeleton element	Skeleton Element_Archaeologist sample ID	Skeleton Element_Observation Drilling	Skeleton Element_Pictures Labelling	Skeleton Element_Observation Labelling	Skeleton Element_Pictures Drilling	Skeleton Element_description	Skeleton Element_Quantity	Skeleton Element_note	Extract	Extract_Storage	Extract_Date of drilling	Extract_Person in charge	Extract_Laboratory where processed	Extract_Extract Type	Extract_Conservation	Extract_Pathology description	Extract_Pathology	Extract_Taken for extraction	Extract_Extraction Comment	Extract_density UDG treatment (ng/uL)	Extract_Volume UDG treatment (uL)	Extract_mass UDG in Tube (ng)	Extract_Extracted	Extract_description	Extract_Quantity	Extract_note	Non Indexed Library	Non Indexed Library_Storage	Non Indexed Library_Person in charge	Non Indexed Library_Date of preparation	Non Indexed Library_Labroatory where prepared	Non Indexed Library_UDG treatment type	Non Indexed Library_SSB and Adapters dilution type	Non Indexed Library_Temporary UDG treated extract location	Non Indexed Library_Initial Volume (uL)	Non Indexed Library_Remaining Volume (uL)	Non Indexed Library_description	Non Indexed Library_Quantity	Non Indexed Library_note	Indexed Library	Indexed Library_Storage	Indexed Library_Person in charge	Indexed Library_Laboratory where processed	Indexed Library_Date of preparation	Indexed Library_qPCR	Indexed Library_number of Ct	Indexed Library_Date of qPCR	Indexed Library_qPCR Comment 	Indexed Library_Dual Unique Index ID	Indexed Library_Indexing PCR (# cycles)	Indexed Library_Density QC-1 nmol/L	Indexed Library_Number of QC performed	Indexed Library_Density QC-1 ng/uL	Indexed Library_QC-1 Elution Volume of Library (uL)	Indexed Library_QC-1 Average Read Length (bp)	Indexed Library_Library Profile	Indexed Library_QC-1 date	Indexed Library_Volume taken for indexing (uL)	Indexed Library_Indexing PCR date	Indexed Library_Sample well in library profile file	Indexed Library_description	Indexed Library_Quantity	Indexed Library_note
20	Barrancas B6	Mendoza Lowlands / Northern Mendoza	Argentina	Mendoza	Maipú	-33.09325	-68.746416666667	Dune	Nothing entered	1.0Unit	Updated from API	AR0147	Ramiro Barberena	4	NA	NA	20-24	Female	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0147.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/RamiroBarberena/EX-2021-18124171	Tooth	PM2i Md	B6.4	brown-ish root apex only	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/RamiroBarbarena/EX-2021-18124171/BarrancasB6/AR0147.1	NA	/pasteur/entites/metapaleo/Research/ERC-project/Samples/pictures/Drilling/AR0147.1	migrant?	1.0Unit	Updated from API	AR0147.1.01	Hannes Freezer, bag B1 + B2, calculus extraction	2021-09-28	Maria Lopopolo	Hannes Schroeder	dental calculus	very small dots	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	Nothing entered	0.002Gram	Nothing entered	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21	Barrancas B6	Mendoza Lowlands / Northern Mendoza	Argentina	Mendoza	Maipú	-33.09325	-68.746416666667	Dune	Nothing entered	1.0Unit	Updated from API	AR0148	Ramiro Barberena	5	2260 ± 80	14C	40-49	Female	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0148.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/RamiroBarberena/EX-2021-18124171	Tooth	M2i Mx	B6.5	a bit of white spots on root, cracks on the root, broken when sampling root	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/RamiroBarbarena/EX-2021-18124171/BarrancasB6/AR0148.1	Probably has calculus	/pasteur/entites/metapaleo/Research/ERC-project/Samples/pictures/Drilling/AR0148.1	locals	1.0Unit	Updated from API	AR0148.1.01	Tom Gilbert Freezer, bag A1 + A2, calculus extraction	2021-05-20	Maria Lopopolo	Hannes Schroeder	dental calculus	very little	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	Nothing entered	0.007Gram	Nothing entered	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22	Barrancas B6	Mendoza Lowlands / Northern Mendoza	Argentina	Mendoza	Maipú	-33.09325	-68.746416666667	Dune	Nothing entered	1.0Unit	Updated from API	AR0148	Ramiro Barberena	5	2260 ± 80	14C	40-49	Female	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0148.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/RamiroBarberena/EX-2021-18124171	Tooth	M2i Mx	B6.5	a bit of white spots on root, cracks on the root, broken when sampling root	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/RamiroBarbarena/EX-2021-18124171/BarrancasB6/AR0148.1	Probably has calculus	/pasteur/entites/metapaleo/Research/ERC-project/Samples/pictures/Drilling/AR0148.1	locals	1.0Unit	Updated from API	AR0148.1.02	Tom Gilbert Freezer, bag A1 + A2, root extraction	2021-05-20	Maria Lopopolo	Hannes Schroeder	root	a bit of softness and white spots on root, broken when sampling	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	Nothing entered	0.123Gram	Nothing entered	AR0148.1.0200	Freezer 4, drawer 5, UDG-SCR libraries no... 2	Maria Lopopolo	2021-07-15	Copenhagen	partial	c5	not kept	50	30		3.5e-05Liter		AR0148.1.0201	Sequencing	Maria Lopopolo	Copenhagen	2021-07-20	yes	18.61	2021-07-15	Set-up used (second denaturation was 15'') 2 cycles subtracted from qPCR suggestion	43	17	15.3793	1	2.3991	40	257		2021-07-23	20	2021-07-20	D11		3.5e-05Liter	
23	Barrancas B6	Mendoza Lowlands / Northern Mendoza	Argentina	Mendoza	Maipú	-33.09325	-68.746416666667	Dune	Nothing entered	1.0Unit	Updated from API	AR0148	Ramiro Barberena	5	2260 ± 80	14C	40-49	Female	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0148.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/RamiroBarberena/EX-2021-18124171	Tooth	M2i Mx	B6.5	a bit of white spots on root, cracks on the root, broken when sampling root	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/RamiroBarbarena/EX-2021-18124171/BarrancasB6/AR0148.1	Probably has calculus	/pasteur/entites/metapaleo/Research/ERC-project/Samples/pictures/Drilling/AR0148.1	locals	1.0Unit	Updated from API	AR0148.1.03	Tom Gilbert Freezer, bag A1 + A2, root back-up	2021-05-20	Maria Lopopolo	Hannes Schroeder	root	a bit of softness and white spots on root, broken when sampling	Nothing entered	no	no	Nothing entered	Nothing entered	Nothing entered	Nothing entered	no	Nothing entered	0.127Gram	Nothing entered	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24	Barrancas B6	Mendoza Lowlands / Northern Mendoza	Argentina	Mendoza	Maipú	-33.09325	-68.746416666667	Dune	Nothing entered	1.0Unit	Updated from API	AR0148	Ramiro Barberena	5	2260 ± 80	14C	40-49	Female	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0148.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/RamiroBarberena/EX-2021-18124171	Tooth	M2i Mx	B6.5	a bit of white spots on root, cracks on the root, broken when sampling root	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/RamiroBarbarena/EX-2021-18124171/BarrancasB6/AR0148.1	Probably has calculus	/pasteur/entites/metapaleo/Research/ERC-project/Samples/pictures/Drilling/AR0148.1	locals	1.0Unit	Updated from API	AR0148.1.04	Tom Gilbert Freezer, bag A1 + A2, pulp extraction	2021-06-03	Maria Lopopolo	Hannes Schroeder	pulp	pulp full of black/brownish coating and root seemed to be like that as well (good), tooth crown was broken before sampling pulp	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	Nothing entered	0.0575Gram	Nothing entered	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25	Barrancas B6	Mendoza Lowlands / Northern Mendoza	Argentina	Mendoza	Maipú	-33.09325	-68.746416666667	Dune	Nothing entered	1.0Unit	Updated from API	AR0149	Ramiro Barberena	12	NA	NA	35-44	Female	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0149.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/RamiroBarberena/EX-2021-18124171	Tooth	I2d Md	B6.12	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/RamiroBarbarena/EX-2021-18124171/BarrancasB6/AR0149.1	NA	NA	migrant?	1.0Unit	Updated from API	AR0149.1.01	Hannes Freezer, bag Mix batch, mix batch ramiro barberena calculus extraction	2021-10-12	Maria Lopopolo	Hannes Schroeder	dental calculus	good calculus, some came off during decon but took it	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.008Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26	Barrancas B6	Mendoza Lowlands / Northern Mendoza	Argentina	Mendoza	Maipú	-33.09325	-68.746416666667	Dune	Nothing entered	1.0Unit	Updated from API	AR0149	Ramiro Barberena	12	NA	NA	35-44	Female	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0149.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/RamiroBarberena/EX-2021-18124171	Tooth	I2d Md	B6.12	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/RamiroBarbarena/EX-2021-18124171/BarrancasB6/AR0149.1	NA	NA	migrant?	1.0Unit	Updated from API	AR0149.1.02	Hannes Freezer, bag Mix batch, mix batch ramiro barberena root extraction	2021-10-12	Maria Lopopolo	Hannes Schroeder	root apex	none	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.108Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27	Barrancas B6	Mendoza Lowlands / Northern Mendoza	Argentina	Mendoza	Maipú	-33.09325	-68.746416666667	Dune	Nothing entered	1.0Unit	Updated from API	AR0150	Ramiro Barberena	14	NA	NA	40-44	Male	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0150.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/RamiroBarberena/EX-2021-18124171	Tooth	Cd Md	B6.14	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/RamiroBarbarena/EX-2021-18124171/BarrancasB6/AR0150.1	NA	NA	locals	1.0Unit	Updated from API	AR0150.1.01	Hannes Freezer, bag Mix batch, mix batch ramiro barberena calculus extraction	2021-10-12	Maria Lopopolo	Hannes Schroeder	dental calculus	very little and chalky	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.001Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28	Barrancas B6	Mendoza Lowlands / Northern Mendoza	Argentina	Mendoza	Maipú	-33.09325	-68.746416666667	Dune	Nothing entered	1.0Unit	Updated from API	AR0150	Ramiro Barberena	14	NA	NA	40-44	Male	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0150.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/RamiroBarberena/EX-2021-18124171	Tooth	Cd Md	B6.14	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/RamiroBarbarena/EX-2021-18124171/BarrancasB6/AR0150.1	NA	NA	locals	1.0Unit	Updated from API	AR0150.1.02	Hannes Freezer, bag Mix batch, mix batch ramiro barberena root extraction	2021-10-12	Maria Lopopolo	Hannes Schroeder	root apex	none	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.09Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
29	Barrancas B6	Mendoza Lowlands / Northern Mendoza	Argentina	Mendoza	Maipú	-33.09325	-68.746416666667	Dune	Nothing entered	1.0Unit	Updated from API	AR0151	Ramiro Barberena	19	NA	NA	>45	Male	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0151.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/RamiroBarberena/EX-2021-18124171	Tooth	C Mx	B6.19	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/RamiroBarbarena/EX-2021-18124171/BarrancasB6/AR0151.1	NA	NA	migrant?	1.0Unit	Updated from API	AR0151.1.01	Hannes Freezer, bag Mix batch, mix batch ramiro barberena calculus extraction	2021-10-12	Maria Lopopolo	Hannes Schroeder	dental calculus	not much, chalky	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.003Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30	Barrancas B6	Mendoza Lowlands / Northern Mendoza	Argentina	Mendoza	Maipú	-33.09325	-68.746416666667	Dune	Nothing entered	1.0Unit	Updated from API	AR0151	Ramiro Barberena	19	NA	NA	>45	Male	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0151.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/RamiroBarberena/EX-2021-18124171	Tooth	C Mx	B6.19	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/RamiroBarbarena/EX-2021-18124171/BarrancasB6/AR0151.1	NA	NA	migrant?	1.0Unit	Updated from API	AR0151.1.02	Hannes Freezer, bag Mix batch, mix batch ramiro barberena root extraction	2021-10-12	Maria Lopopolo	Hannes Schroeder	root apex	none	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.13Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
31	Barrancas B6	Mendoza Lowlands / Northern Mendoza	Argentina	Mendoza	Maipú	-33.09325	-68.746416666667	Dune	Nothing entered	1.0Unit	Updated from API	AR0152	Ramiro Barberena	30	NA	NA	>45	Male	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0152.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/RamiroBarberena/EX-2021-18124171	Tooth	I1d Md	B6.30	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/RamiroBarbarena/EX-2021-18124171/BarrancasB6/AR0152.1	NA	NA	locals	1.0Unit	Updated from API	AR0152.1.01	Hannes Freezer, bag Mix batch, mix batch ramiro barberena root extraction	2021-10-12	Maria Lopopolo	Hannes Schroeder	root apex	none	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.079Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
32	Barrancas B6	Mendoza Lowlands / Northern Mendoza	Argentina	Mendoza	Maipú	-33.09325	-68.746416666667	Dune	Nothing entered	1.0Unit	Updated from API	AR0153	Ramiro Barberena	33	NA	NA	>45	Male	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0153.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/RamiroBarberena/EX-2021-18124171	Tooth	I1d Mx	B6.33	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/RamiroBarbarena/EX-2021-18124171/BarrancasB6/AR0153.1	NA	NA	locals	1.0Unit	Updated from API	AR0153.1.01	Hannes Freezer, bag Mix batch, mix batch ramiro barberena calculus extraction	2021-10-12	Maria Lopopolo	Hannes Schroeder	dental calculus	yellow-ish chalky	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.001Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
33	Barrancas B6	Mendoza Lowlands / Northern Mendoza	Argentina	Mendoza	Maipú	-33.09325	-68.746416666667	Dune	Nothing entered	1.0Unit	Updated from API	AR0153	Ramiro Barberena	33	NA	NA	>45	Male	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0153.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/RamiroBarberena/EX-2021-18124171	Tooth	I1d Mx	B6.33	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/RamiroBarbarena/EX-2021-18124171/BarrancasB6/AR0153.1	NA	NA	locals	1.0Unit	Updated from API	AR0153.1.02	Hannes Freezer, bag Mix batch, mix batch ramiro barberena root extraction	2021-10-12	Maria Lopopolo	Hannes Schroeder	root apex	none	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.105Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34	Barrancas B6	Mendoza Lowlands / Northern Mendoza	Argentina	Mendoza	Maipú	-33.09325	-68.746416666667	Dune	Nothing entered	1.0Unit	Updated from API	AR0154	Ramiro Barberena	22	NA	NA	38-40 weeks	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0154.1	With Lumila	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/RamiroBarberena/EX-2021-18124171	Petrous	Petrous	B6.22	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/RamiroBarbarena/EX-2021-18124171/BarrancasB6/AR0154.1	NA	NA	locals	1.0Unit	Updated from API	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
35	Barrancas B6	Mendoza Lowlands / Northern Mendoza	Argentina	Mendoza	Maipú	-33.09325	-68.746416666667	Dune	Nothing entered	1.0Unit	Updated from API	AR0155	Ramiro Barberena	16	2251 ± 49	14C	9-12 years	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0155.1	In Tartu	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/RamiroBarberena/EX-2021-18124171	Petrous	Petrous	B6.16	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/RamiroBarbarena/EX-2021-18124171/BarrancasB6/AR0155.1	NA	NA	locals	1.0Unit	Updated from API	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
36	Barreal de Pachimoco	San Juan	Argentina	San Juan	nan	-30.19	-68.8	-	Nothing entered	1.0Unit	Updated from API	AR0306	Gustavo Neme / Fito Gil / Eva Peralta	2517/1	- (from site spreadsheet)	NA	>20 años (adulto)	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0306.1	With Lumila	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/GilNemePeralta/EX-2021-12182773_and_EX-2021-21974530	Petrous	Petrous	BaPa-I1	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/NemeGilPerralta/EX-2021-1218773_EX-202-21974530/SanJuan/AR0306.1	with a shard of petrous (left in old bag)	NA	/Jachal	1.0Unit	Updated from API	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
37	Barrio Don José	San Juan	Argentina	San Juan	nan	nan	nan	-	Nothing entered	1.0Unit	Updated from API	AR0286	Gustavo Neme / Fito Gil / Eva Peralta	2522/1-Barrio Don José	Tardío (a confirmar) (from ind spreadsheet)	NA	>20 años (adulto)	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0286.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/GilNemePeralta/EX-2021-12182773_and_EX-2021-21974530	Tooth	Tooth	BDJ-S1-1	little caries, a lot of dirt, consumed crown by human activity or habit, yellow calculus	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/NemeGilPerralta/EX-2021-1218773_EX-202-21974530/SanJuan/AR0286	NA	/pasteur/entites/metapaleo/Research/ERC-project/Samples/pictures/Drilling/AR0286.1	/Albardón	1.0Unit	Updated from API	AR0286.1.01	Hannes Freezer, bag B1 + B2, calculus extraction	2021-09-30	Maria Lopopolo	Hannes Schroeder	dental calculus	very little but next to consumed crown	Nothing entered	yes	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	Nothing entered	0.0Gram	Nothing entered / actual weight reported: <0.001 / actual weight reported: <0.001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
38	Barrio Don José	San Juan	Argentina	San Juan	nan	nan	nan	-	Nothing entered	1.0Unit	Updated from API	AR0286	Gustavo Neme / Fito Gil / Eva Peralta	2522/1-Barrio Don José	Tardío (a confirmar) (from ind spreadsheet)	NA	>20 años (adulto)	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0286.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/GilNemePeralta/EX-2021-12182773_and_EX-2021-21974530	Tooth	Tooth	BDJ-S1-1	little caries, a lot of dirt, consumed crown by human activity or habit, yellow calculus	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/NemeGilPerralta/EX-2021-1218773_EX-202-21974530/SanJuan/AR0286	NA	/pasteur/entites/metapaleo/Research/ERC-project/Samples/pictures/Drilling/AR0286.1	/Albardón	1.0Unit	Updated from API	AR0286.1.02	Hannes Freezer, bag B1 + B2, root extraction	2021-09-30	Maria Lopopolo	Hannes Schroeder	root apex	5 roots very close to each other chose the easiest to sample but damaged a little of the neighbouring apex with the drill	Nothing entered	yes	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	Nothing entered	0.072Gram	Nothing entered	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
39	Barrio Don José	San Juan	Argentina	San Juan	nan	nan	nan	-	Nothing entered	1.0Unit	Updated from API	AR0286	Gustavo Neme / Fito Gil / Eva Peralta	2522/1-Barrio Don José	Tardío (a confirmar) (from ind spreadsheet)	NA	>20 años (adulto)	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0286.2	With Lumila	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/GilNemePeralta/EX-2021-12182773_and_EX-2021-21974530	Petrous	Petrous	BDJ-S1-2	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/NemeGilPerralta/EX-2021-1218773_EX-202-21974530/SanJuan/AR0286	NA	NA	/Albardón	1.0Unit	Updated from API	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40	Barrio Don José	San Juan	Argentina	San Juan	nan	nan	nan	-	Nothing entered	1.0Unit	Updated from API	AR0287	Gustavo Neme / Fito Gil / Eva Peralta	2522/1-Barrio Don José-Cuerpo 3	Tardío (a confirmar) (from ind spreadsheet)	NA	>20 años (adulto)	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0287.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/GilNemePeralta/EX-2021-12182773_and_EX-2021-21974530	Petrous	Petrous	BDJ-S2	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/NemeGilPerralta/EX-2021-1218773_EX-202-21974530/SanJuan/AR0287.1	NA	NA	/Albardón	1.0Unit	Updated from API	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
